Name,Category,Cuisine,lat,lng
Golden Dragonboa,restaurant,chinese,3.1388721,101.7224236
Espresso Impresso - Sunway Nexis,cafe,coffee_shop;malaysian,3.1498721,101.5948647
Su Xiang Ji,cafe,N/A,3.1424536,101.6972895
Barra,restaurant,N/A,3.1408071,101.6981028
The Hideout @ Petaling,restaurant,N/A,3.1409070,101.6980920
Sri Idaman Corner,restaurant,N/A,3.1433076,101.6958215
Cakchibo House,restaurant,N/A,3.1445860,101.7205188
ZUS Coffee,cafe,coffee_shop,3.1451633,101.7206019
Q Bistro,restaurant,N/A,3.1521061,101.5923044
XHF Mala Tang,restaurant,N/A,2.9861959,101.7910517
SM Burger & Cafe,fast_food,N/A,2.9838596,101.7907869
Seven Cafe,restaurant,N/A,3.1438007,101.7211379
Chagee,cafe,bubble_tea,3.1426784,101.6971151
Ploy,restaurant,asian,3.1525547,101.6666279
"Toong Kwoon Chye ""Mee""",restaurant,chinese,3.1439651,101.7079491
Starbucks,cafe,coffee_shop,3.1455596,101.6629585
Qasioo Kitchen,restaurant,rice;indonesian,3.1356147,101.6883363
Gurney's Flavour,restaurant,N/A,3.1357288,101.6880660
La Rica,restaurant,N/A,3.1357844,101.6880967
Salad Atelier,restaurant,salad,3.1356640,101.6882203
Golden Siam,restaurant,thai,3.1388925,101.7223206
Uwan Salai,restaurant,malaysian,3.1354350,101.7250417
Shawarma Street,restaurant,N/A,3.1478492,101.7108086
Unnamed,restaurant,N/A,3.0779818,101.7446425
Q Bistro Mamak Signature,restaurant,N/A,3.1475088,101.7193410
Dua Darjat,cafe,coffee_shop,3.1463795,101.6953554
Taste Of Medan,restaurant,N/A,3.1464307,101.6953481
Pak Jen,restaurant,N/A,3.1465000,101.6953330
Ayamas,restaurant,malaysian,2.9930966,101.7847883
Blob,cafe,bubble_tea,3.1464462,101.6957621
Miyakori Coffee,cafe,N/A,3.1434843,101.7047948
Al Baik,restaurant,N/A,3.1456233,101.6984123
Zada Cafe,cafe,N/A,3.1441135,101.6955674
Thaba Express,restaurant,N/A,3.1465506,101.7013785
Transit Cafe,cafe,N/A,3.1459986,101.7014778
Treasure Island,restaurant,N/A,3.1456362,101.7029727
Loke Yuen Vegetarian,restaurant,chinese,3.1449142,101.7087565
ASLI Shawarma BBQ,fast_food,arab,3.1475485,101.7108883
Thong Kee Plus @ TSLAW Tower,restaurant,malaysian,3.1443284,101.7198602
Chagee,cafe,bubble_tea,3.0729973,101.7630952
Pauline's,fast_food,N/A,3.0730884,101.7629557
Mixue,cafe,ice_cream;bubble_tea,3.0728456,101.7633205
Lai Fong Lala Noodles,restaurant,N/A,3.1445988,101.6987064
Yang's Braised Chicken,fast_food,chinese,3.1446529,101.7095810
Bottega KL,restaurant,italian,3.1483741,101.7061707
The Cheesy Twist,restaurant,N/A,3.1446568,101.7042753
de’ Kasthamandap,restaurant,nepalese,3.1479473,101.7072748
Boraa Bora Kitchen & Bar,restaurant,N/A,3.1477328,101.7077711
Paan,restaurant,asian,3.1471098,101.7084365
Cheese Potato,fast_food,N/A,3.1460611,101.7098855
Alzoaq,fast_food,kebab,3.1460033,101.7099301
Gen Yakiniku,restaurant,japanese,3.1476099,101.7069250
Unnamed,food_court,N/A,3.1429208,101.7178541
SoYoung Malaysia,restaurant,japanese,3.1428760,101.7178819
Grumpy Bagels,cafe,N/A,3.1456828,101.7162435
Tealive,cafe,tea;coffee_shop,3.1430640,101.7197411
Kapitan Bistro,restaurant,N/A,3.1457906,101.6958516
Fuiyoh! It's Uncle Roger,restaurant,asian,3.1352339,101.7220714
Jamaica Blue,cafe,coffee_shop,3.1449221,101.7044650
New Bhansaghar Restaurant,restaurant,nepali,3.1467271,101.6966510
Mixue,cafe,ice_cream;bubble_tea,3.1532834,101.5928427
Mil Toast,cafe,N/A,3.1479843,101.6176970
Restoran Al Wira Curry House,restaurant,indian,3.1447760,101.7055513
Jamun,restaurant,N/A,3.1323704,101.6296929
Chef Long Fish & Lamb Pot,restaurant,chinese,3.1430431,101.7154419
High Street Art Cafe,restaurant,N/A,3.1461390,101.6966581
Ola,cafe,N/A,3.1456627,101.6966973
VIP Kawan-kawan,restaurant,N/A,3.1456803,101.6970116
BHC Chicken,restaurant,chicken;korean,3.1492130,101.6170618
Nasi Kandar Al Safinah Maju,restaurant,N/A,3.1462681,101.6991231
Restoran Zayyar Beriani,restaurant,N/A,3.1462188,101.6992068
AR One International,restaurant,N/A,3.1461857,101.6975216
Noble Village,restaurant,N/A,3.1469135,101.7190807
Restoran Charis,restaurant,N/A,3.1468941,101.6973072
Restoran VIP Kawan-Kawan,restaurant,N/A,3.1468645,101.6973383
Restoran Dhaka Biryani,restaurant,N/A,3.1469198,101.6975103
Restoran Fatema,restaurant,N/A,3.1470235,101.6973840
Cumilla Restaurant & Biryani House,restaurant,N/A,3.1461372,101.6970956
Oochid Bistro,restaurant,N/A,3.1456076,101.6975762
Yi Pin Lao Hotpot BBQ,restaurant,N/A,3.1442888,101.6959810
Golden Rose,restaurant,N/A,3.1460135,101.6984682
AR One International,restaurant,N/A,3.1462419,101.6981602
Nando's,fast_food,N/A,3.1424605,101.7109195
Food court,food_court,N/A,3.1419533,101.7101512
Jue Kitchen - Pasta,restaurant,N/A,3.1427112,101.6984181
ZUS Coffee,cafe,coffee_shop,3.1469205,101.6186340
Monograph Dining,restaurant,N/A,3.1428053,101.6963845
Da Bao Restobar,restaurant,bao,3.1415265,101.6979023
Thollu Vandi,restaurant,N/A,3.1352907,101.6920301
Restoran Shrinivasa Bhavan,restaurant,N/A,3.1352548,101.6920512
Lawanya Food Corner,fast_food,N/A,3.1356267,101.6913487
Ministry of Crab,restaurant,sri_lankan,3.1412609,101.7073577
Hock Kee Kopitiam,restaurant,malaysian,3.1410507,101.7073336
as i am,restaurant,thai,3.1411674,101.7073155
Ting Shan,restaurant,chinese,3.1411013,101.7071489
Yorimichi Cafe,cafe,N/A,3.1446966,101.6962973
Jackson JR Stall,fast_food,N/A,3.1452504,101.6989383
Towzen,restaurant,japanese,3.1465745,101.6623366
Koppiku,cafe,coffee_shop,3.1516325,101.6656301
Nutty Apam Balik,fast_food,N/A,3.1444703,101.6964381
Blossom a Glassmansion,restaurant,western,3.1463892,101.7181481
Doña Bakehouse,restaurant,N/A,3.1442509,101.7199123
Dong Chao Yuan,restaurant,chinese,3.1459242,101.7183680
Annabell KL,restaurant,N/A,3.1443427,101.7198169
He Lee,restaurant,chinese,3.1449804,101.7153955
Ming Kee Cantonese,restaurant,chinese;cantonese,3.1450519,101.7153860
Ar Raaziq,restaurant,N/A,3.1442843,101.7154296
Zeteo,cafe,N/A,3.1423286,101.6978145
Wawafish,restaurant,N/A,3.1417429,101.6978847
Lo And Behold,restaurant,N/A,3.1416305,101.6978926
GUI GUI Korean Barbecue,restaurant,korean;barbecue,3.1415736,101.6978379
Golden Flower,restaurant,chinese;canadian,49.0612938,-81.0253367
The Steak Empire,restaurant,steak_house,3.1397581,101.7212708
Oversea Seafood KL,restaurant,seafood,3.1416950,101.7214795
Luckin Coffee,cafe,coffee_shop,3.1471542,101.6626850
Young Sanna Mee,restaurant,N/A,3.1534149,101.5913085
Nasi Kandar Umar,restaurant,N/A,3.1479041,101.7108007
Luna Kitchen,cafe,N/A,3.1431174,101.6966502
AIR MATA KUCING,fast_food,malaysian,3.1444898,101.6978190
Nongkrong Cafe,fast_food,N/A,3.1457535,101.7003006
Durian Brothers,cafe,N/A,3.1438775,101.7077980
Idris Mee Tarik,restaurant,N/A,3.1443288,101.7042255
Green Veggie,restaurant,N/A,3.1437221,101.6967034
Bites,restaurant,N/A,3.1452960,101.6993837
Big Mouth Bak Kut Teh,restaurant,N/A,3.1439136,101.6969166
Restoran New Sek Yuen,restaurant,N/A,3.1439211,101.6971452
Sister Chicken Rice,restaurant,N/A,3.1439173,101.6969514
Raijin Men,restaurant,noodle,3.1449909,101.6983391
Stellar Coffee,cafe,N/A,3.1448627,101.6984826
Le Petit Hamburg,restaurant,N/A,3.1449978,101.6981551
WEEEE by Welemon,restaurant,dessert,3.0774317,101.7424414
Chagee,cafe,bubble_tea,3.0902137,101.7428175
Mixue,cafe,ice_cream;bubble_tea,3.0899931,101.7431482
668 Restaurant,restaurant,N/A,3.1442291,101.6977399
Chan Thong Kee,restaurant,N/A,3.1445112,101.6982984
668 Food Centre,food_court,N/A,3.1445065,101.6985075
Heemo's Pizza,fast_food,N/A,3.1474205,101.5754874
Al-Kawthar Chinese Muslim Noodle Restaurant,restaurant,N/A,3.1479464,101.5743836
Arabica Middle Eastern Restaurant,restaurant,N/A,3.1477986,101.5747740
Zhu Guang Yu Hot Pot,restaurant,N/A,3.1441145,101.7060280
Super Matcha,cafe,matcha,3.1438195,101.7168984
Medan Selera Tempat Letak Kereta Bertingkat PA Seri Sabah,food_court,N/A,3.1165865,101.7262025
V3 Saigon Viet Cafe,restaurant,vietnamese,3.1275235,101.7297869
Radi Heart Resto Bar,restaurant,N/A,3.1435899,101.7056243
Baskbear Coffee,cafe,N/A,3.1430162,101.7197475
Lan Zhou Mee Tarik,fast_food,arab;malaysian,3.1449419,101.7075824
arest,cafe,N/A,3.1437035,101.7172116
Dapo L.A,restaurant,N/A,3.1237786,101.7268399
Unnamed,fast_food,N/A,3.1236126,101.7269114
Loong Kee,fast_food,N/A,3.1439812,101.6975967
WIP,restaurant,N/A,3.1427750,101.6668904
Roberto’s,restaurant,N/A,3.1427837,101.6670685
Huckleberry,restaurant,N/A,3.1428366,101.6673079
Merdeka Grill,restaurant,barbecue,3.1417171,101.7007387
Park Lounge,restaurant,western;asian,3.1416270,101.7007790
Murni Discovery,restaurant,malaysian,3.1426003,101.7051601
100 Years Nasi Lemak,restaurant,malaysian,3.1430627,101.7053424
Breakfast Spot,cafe,N/A,3.1435852,101.7048578
Angtara,restaurant,regional,3.1434384,101.7047768
Waaron Kuus,restaurant,N/A,3.1431470,101.6978829
Joy Food And Drink,fast_food,N/A,3.1426585,101.6977147
V8 Kitchens EXP,cafe,coffee_shop,3.1429483,101.6979014
Butter Kaya,restaurant,N/A,3.1436143,101.6978206
Restoran Farhaman,restaurant,N/A,3.1437821,101.6977884
Haypii Kopii,cafe,N/A,3.1432095,101.6976853
No 27,restaurant,N/A,3.1442374,101.6985620
Bee Cheng Hiang,fast_food,N/A,3.1442600,101.6987077
Chinese Food City,fast_food,N/A,3.1425636,101.6979585
Restoran H&Y Jalan Sultan,restaurant,N/A,3.1443126,101.6987015
Kedai Kopi Xiong Wor,restaurant,malaysian;kopitiam,3.1392439,101.6298177
India gate (no more bars or clubs here),restaurant,N/A,3.1477823,101.7084593
AMANECO,cafe,N/A,3.0384194,101.7741893
Ferria KL,restaurant,N/A,3.1478907,101.7144257
Community Coffee Roasters,cafe,coffee_shop,3.1303490,101.6419573
Sedap,restaurant,N/A,3.1504158,101.7145527
Red Chinese Cuisine,restaurant,chinese,3.1504831,101.7144541
Terrace,cafe,N/A,3.1505423,101.7145780
Lavang,restaurant,N/A,3.1424468,101.7050202
Yum Yum BBQ,restaurant,N/A,3.1259423,101.7250296
theLocal Kopi Malaya Signature,cafe,malaysian,3.1557272,101.6129381
AllAce,fast_food,burger;chicken,3.0902616,101.7424012
Restoran Teoh Heng Kee,restaurant,N/A,3.0878723,101.7379912
Warung Babi Guling Jenny,restaurant,N/A,3.0878700,101.7380358
Shun Shun Lai,cafe,N/A,3.0878817,101.7378153
Green Lane Noodles,restaurant,N/A,3.0878955,101.7375141
Taste Good Gourmet,restaurant,taiwanese;japanese,3.0879131,101.7372150
Restoran Lim Kee Pan Mee,restaurant,N/A,3.0879176,101.7370452
Chaos House,restaurant,N/A,3.0879359,101.7366234
1188 Curry Fish Head and Steam Fish Restaurant,restaurant,N/A,3.0879377,101.7365638
Richiamo,cafe,N/A,3.1468044,101.6947466
Old Peking Grilled Fish,restaurant,N/A,3.1431222,101.6987376
Warung Awana,fast_food,N/A,3.1466716,101.6935936
Nasi Kandar AZ Signature,restaurant,N/A,3.1436252,101.7113765
Yue Cha Dao,restaurant,N/A,3.1464110,101.7002324
Bluebird,cafe,N/A,3.1427265,101.7024654
Fluffed,restaurant,N/A,3.1426529,101.6972125
Kim Yong Gee,restaurant,noodle,3.1425767,101.6980783
Sutera Mas Beef Roti,fast_food,N/A,3.1425910,101.6975196
1978 Cucur Udang,fast_food,N/A,3.1425921,101.6975383
Restoran Nasi Kandar MS Maju,restaurant,N/A,3.1127626,101.7295584
The Ngon Salad Rolls,restaurant,N/A,3.1459050,101.7018564
Restoran Kenki Foodcourt,restaurant,N/A,3.0999888,101.7333477
Peel Road Kopitiam,restaurant,N/A,3.1251908,101.7264346
Mafuji Hotpot,restaurant,N/A,3.1250893,101.7265140
Ditan Hot Pot,restaurant,N/A,3.1257833,101.7253671
Xiao La Mei F&B Sdn. Bhd.,restaurant,N/A,3.1287955,101.7208623
28 Food House,food_court,N/A,3.1298851,101.7193684
Hailam Vege Kopitiam,restaurant,N/A,3.1210154,101.7286822
M Restoran,restaurant,chinese,3.1208972,101.7286689
Restoran Kou Shui,restaurant,N/A,3.1207270,101.7286563
Hometaste Mix Rice,restaurant,N/A,3.1204000,101.7285973
AllAce,fast_food,burger;chicken,3.1200918,101.7285537
Lanka Taste,restaurant,N/A,3.1458251,101.7021502
Pizzeria Dihyang,restaurant,pizza,3.1464920,101.7016139
Esca KL,restaurant,N/A,3.1418075,101.6978508
Thoulath Rojak & Cendol,restaurant,N/A,3.0714176,101.7671738
Dury Dury,restaurant,N/A,3.1446767,101.7067540
Daawat,restaurant,indian,3.1449247,101.7066272
Liuli House,restaurant,noodle,3.1383618,101.6993648
Flavorsome,restaurant,indian,3.1382728,101.6994713
Miss Coco,cafe,N/A,3.1491097,101.7077201
Outreach Coffee,cafe,N/A,3.1438395,101.7077659
Kaihomaru,restaurant,N/A,3.1438116,101.7090239
Yaki Soul,restaurant,japanese;sushi,3.1489258,101.7084117
Shaik Corner Maju,fast_food,N/A,3.1433062,101.6997585
Court Hill Corner,fast_food,N/A,3.1468080,101.7003857
Ruby Cafe,restaurant,N/A,3.1467289,101.7008215
After Summer,cafe,N/A,3.1254756,101.7260464
Fengche Chu Hot Pot,restaurant,N/A,3.1255972,101.7257704
Chicken Everyday,fast_food,N/A,3.1256381,101.7256950
Mei Fan Now Bbq,restaurant,N/A,3.1252325,101.7264006
Yoursnackies,cafe,N/A,3.1256964,101.7255270
Guizhou Cuisine,restaurant,N/A,3.1256236,101.7257355
Guan Wai Ye Ren,restaurant,N/A,3.1251593,101.7264735
Faizal Kong Mee Tarik,restaurant,N/A,3.1450601,101.6943962
ZUS Coffee,cafe,coffee_shop,3.1444906,101.6942212
Luckin Coffee,cafe,coffee_shop,3.1444101,101.7094201
ChaTraMue,cafe,coffee_shop,3.1442867,101.6940619
Good News Pizza,restaurant,N/A,3.1409618,101.6980915
Huangjia Bistro,restaurant,N/A,3.1433252,101.7083539
New Chennai Bakery,restaurant,N/A,3.1352222,101.6912378
Unnamed,fast_food,N/A,3.1348727,101.6913510
Ayyappa Pullingo,fast_food,N/A,3.1351297,101.6910782
Unnamed,fast_food,N/A,3.1353511,101.6908951
Loke Yuen vegetarian,restaurant,N/A,3.1450191,101.7088700
Brew & Bond,cafe,N/A,3.1440479,101.7082088
Subway,fast_food,sandwich,3.1405723,101.7068632
Adough,cafe,coffee_shop,3.1468731,101.7194946
Mawar Merah 118-2,restaurant,N/A,3.1426864,101.6990910
Malaya Nyonya House,restaurant,N/A,3.1419108,101.6990953
Summation,cafe,N/A,3.1449274,101.6984076
Hock Kee Kopitiam 福气安康 (Kota Damansara),restaurant,malaysian,3.1533673,101.5919022
Uncle Soon Fried Rice @ Wisma Cosway,restaurant,N/A,3.1508208,101.7119175
The Industry,restaurant,N/A,3.1513867,101.6646480
Feeka Coffee Roasters,cafe,coffee_shop,3.1511439,101.6644410
Healthy Spoon,restaurant,N/A,3.1469235,101.7197953
Want Eat 2,food_court,N/A,3.1476555,101.7013084
Pampas Bukit Ceylon,restaurant,N/A,3.1484196,101.7030035
On The Go,cafe,N/A,3.1444023,101.6941928
Bunga Telang,fast_food,N/A,3.1441869,101.6936079
Cilantro Cafe,cafe,N/A,3.1445649,101.6942326
Pinggan Ayan,fast_food,N/A,3.1441550,101.6935741
Greedy Grill,fast_food,N/A,3.1441277,101.6935246
Unnamed,restaurant,indian,3.1573394,101.6123027
Restoran Nasi Kandar Al-Sarifa,restaurant,N/A,3.0429632,101.7722147
Heritage Kopitiam,restaurant,N/A,3.0406724,101.7704664
Restoran Cui Yan,restaurant,N/A,3.0425277,101.7723845
Viet Pho Cafe,cafe,vietnamese,3.0389982,101.7692212
Milwaukee Steak Corner,restaurant,steak_house;soup;salad;pizza;seafood;pasta,3.0386457,101.7690274
Warakuya Japanese Cuisine,restaurant,japanese,3.0903938,101.7423784
Mi Viet,restaurant,vietnamese,3.0879413,101.7429241
S11 Mixed Rice,restaurant,N/A,3.0884514,101.7433999
Ming Si Vegetarian Restaurant,restaurant,N/A,3.0883882,101.7433385
Southern Kopi,restaurant,N/A,3.0893535,101.7443232
Restoran Hong Sang,restaurant,N/A,3.0902695,101.7436242
Food City,food_court,N/A,3.0905890,101.7414253
Duo Rou Hot Pot BBQ Buffet,restaurant,N/A,3.0908362,101.7413676
Mixue,cafe,ice_cream;bubble_tea,3.0909114,101.7424619
Romaliya,restaurant,italian,3.0905507,101.7415233
ALittle Tea,cafe,N/A,3.0909271,101.7425734
B.O.D. 包栈,cafe,N/A,3.0908422,101.7416232
Bananabro,restaurant,N/A,3.0908078,101.7413932
Boost Juice,cafe,juice,3.0909702,101.7428248
Bungkus Kaw Kaw,restaurant,N/A,3.0908053,101.7424871
Cotti Coffee,cafe,N/A,3.0907819,101.7419153
Esquire Kitchen,restaurant,N/A,3.0910046,101.7426116
Go Noodle House,restaurant,N/A,3.0907413,101.7413151
Hotpot Kitchen Express,restaurant,N/A,3.0908289,101.7415463
KOI Thé,cafe,N/A,3.0906679,101.7414745
Oiso,restaurant,korean,3.0906923,101.7420659
Old Nanyang Coffee,restaurant,N/A,3.0907428,101.7424282
Penang Chendul,restaurant,N/A,3.0908830,101.7418576
Salad Atelier,restaurant,salad,3.0910234,101.7428848
Simple Life Healthy Vegetarian Restaurant,restaurant,N/A,3.0908334,101.7426083
Sushi Boy,restaurant,sushi,3.0910753,101.7428148
Sushihan,restaurant,sushi;japanese,3.0910266,101.7430653
Tealive,cafe,tea;coffee_shop,3.0908870,101.7418001
Tsuen Wan Restaurant,restaurant,N/A,3.0908805,101.7431872
U-Village Hong Kong Restaurant,restaurant,N/A,3.0906483,101.7413285
Empire Sushi,restaurant,sushi,3.0907940,101.7418265
Roy Bonzer Corner,fast_food,N/A,3.1446298,101.7074376
Virunthu at KL Town,food_court,N/A,3.1353935,101.7251755
TSK Cafe,restaurant,malaysian,3.1342796,101.6910606
Lovecity Cafe,cafe,N/A,3.1335779,101.6897964
Ziyafat,restaurant,N/A,3.1447734,101.7086143
Restoran Beh Brothers,restaurant,N/A,3.1451792,101.7082933
Azuma Cafe,restaurant,N/A,3.1431326,101.7094615
Pizza Hut,restaurant,pizza,3.1389940,101.6280431
JR's BBQ Ranch,restaurant,barbecue,49.0603347,-81.0302317
Golden Flower,restaurant,chinese,49.0612799,-81.0253915
The Ice Hut,restaurant,burger;grill,49.0621559,-81.0275745
LaPARK,food_court,N/A,3.1496467,101.7152794
Medan Sate,food_court,N/A,2.9915687,101.7883870
Fifth Avenue Coffee Shop,restaurant,N/A,3.1006395,101.7321753
Unnamed,food_court,N/A,3.1550736,101.6038910
Big Tree,restaurant,N/A,3.1400977,101.6281947
Pickle & Fig,restaurant,N/A,3.1401658,101.6283889
Dotty's Patries,restaurant,N/A,3.1402338,101.6285832
d'Cengkih,restaurant,N/A,3.1398050,101.6281510
Domino's,fast_food,pizza,3.1398503,101.6282805
Abadi Cafeteria,restaurant,N/A,3.1399412,101.6285393
Ismail,restaurant,N/A,3.1399866,101.6286688
Kwan Lee,food_court,N/A,3.1402747,101.6286995
Kedey Kamek,restaurant,N/A,3.1402973,101.6287645
Do'Stim Noodle/BBQ,restaurant,N/A,3.1403200,101.6288292
Mahesha,restaurant,indian,3.1401181,101.6290442
Chakuro Yakiniku,restaurant,N/A,3.1401636,101.6291738
Secret Recipe,fast_food,asian,3.1405492,101.6296500
Kapitan,restaurant,cake;malaysian,3.1406143,101.6296273
pebble - llaollao,restaurant,N/A,3.1406794,101.6296048
Kiya's,restaurant,steak_house,3.1409611,101.6297838
Restoran Puteri,restaurant,asian,3.1408960,101.6298063
Big Singh Capati,restaurant,indian,3.1407006,101.6298740
Viet Thai,restaurant,vietnamese;thai,3.1406358,101.6298967
Bedouin,restaurant,arab,3.1389358,101.6301230
Ember Modern Bistro,restaurant,international,3.1390505,101.6298120
Chong Thong Kee,restaurant,chicken,3.1391081,101.6297926
Chuen Hainanese Chicken Rice,restaurant,chinese,3.1395999,101.6296279
The Brew House,restaurant,international,3.1393606,101.6290949
Loco,restaurant,international,3.1393406,101.6290374
Uncle Don's,restaurant,N/A,3.1393005,101.6289226
Mosin,restaurant,indian,3.1391730,101.6285625
Spesial Sambal Waroeng,restaurant,asian,3.1390336,101.6281628
McDonald's,fast_food,burger,3.1404584,101.6292435
McDonald's,fast_food,burger,3.1495574,101.5797696
Medan Selera Tanjung Village,food_court,N/A,3.1521615,101.5926368
Neighbourhood Foodcourt,food_court,N/A,3.1520937,101.5940468
Andaman Seafood Village - Seafood Restaurant Kuala Lumpur,restaurant,seafood;asian;regional;chinese;chicken;sushi;thai;ice_cream;fish;tea;salad;diner;pasta;malaysian;fine_dining;soup,3.1470508,101.7181634
Medan Selera MBPJ Damansara Kim,food_court,N/A,3.1362089,101.6294526
Unnamed,food_court,N/A,2.9911257,101.7871868
Unnamed,restaurant,N/A,3.0728032,101.7660685
Unnamed,restaurant,N/A,3.0721589,101.7664642
Unnamed,restaurant,N/A,3.0727325,101.7653911
Thomson Cafe,fast_food,N/A,3.1495804,101.5790331
Bookafe,cafe,N/A,3.0459230,101.7722149
探 Cafe tàn cafe tan cafe,cafe,malaysian;taiwanese;bubble_tea,2.9872187,101.7911188
Gerai Selera Impian,food_court,N/A,3.1725581,101.5756425
Al Baik Di Bistro,restaurant,N/A,3.1445639,101.6959457
Dong Mun Kopitiam,food_court,N/A,3.1434434,101.6973251
Dilmi Thai Tomyam,restaurant,thai,2.9811742,101.7895514
Medan Selera Madani Leboh Pudu,food_court,N/A,3.1460587,101.6980611
Laman @ Menara Maybank,food_court,N/A,3.1471891,101.7005066
Pusat Penjaja Taman Segar (C),food_court,N/A,3.0882000,101.7433582
Pusat Penjaja Taman Segar (A),food_court,N/A,3.0903792,101.7435852
